Timestamp,Total Consumption (kW),Active Devices
2024-06-21 03:00:00,0.3,Computer
2024-06-21 03:10:00,3.3,"Refrigerator, Microwave, Oven, Lighting"
2024-06-21 03:20:00,0.2,TV
2024-06-21 03:30:00,5.5,"Lighting, Microwave, Refrigerator, Oven, Washing Machine, TV"
2024-06-21 03:40:00,3.3,"Computer, Oven, Refrigerator, Microwave, TV"
2024-06-21 03:50:00,2.1,"Washing Machine, Refrigerator"
2024-06-21 04:00:00,1.5,"Computer, Microwave"
2024-06-21 04:10:00,0.8,"Lighting, Computer"
2024-06-21 04:20:00,3.8,"Washing Machine, TV, Computer, Refrigerator, Microwave"
2024-06-21 04:30:00,1.5,Oven
2024-06-21 04:40:00,5.8,"Refrigerator, TV, Microwave, Washing Machine, Oven, Lighting, Computer"
2024-06-21 04:50:00,3.8,"Washing Machine, TV, Oven, Refrigerator"
2024-06-21 05:00:00,1.8,"Refrigerator, TV, Oven"
2024-06-21 05:10:00,0.8,"Refrigerator, Lighting, TV"
2024-06-21 05:20:00,1.6,"Oven, Refrigerator"
2024-06-21 05:30:00,1.9,"Lighting, TV, Microwave"
2024-06-21 05:40:00,3.7,"Washing Machine, Oven, TV"
2024-06-21 05:50:00,2.5,"Washing Machine, Lighting"
2024-06-21 06:00:00,3.8,"Computer, TV, Microwave, Oven, Refrigerator, Lighting"
2024-06-21 06:10:00,2.0,"Lighting, Oven"
2024-06-21 06:20:00,1.3,"Refrigerator, Microwave"
2024-06-21 06:30:00,5.3,"Refrigerator, Microwave, Computer, Washing Machine, Oven, TV"
2024-06-21 06:40:00,5.8,"Computer, Microwave, Washing Machine, Oven, TV, Refrigerator, Lighting"
2024-06-21 06:50:00,1.8,"Refrigerator, Computer, Microwave, TV"
2024-06-21 07:00:00,0.1,Refrigerator
2024-06-21 07:10:00,0.8,"Lighting, Computer"
2024-06-21 07:20:00,2.9,"Oven, TV, Microwave"
2024-06-21 07:30:00,4.3,"Lighting, Microwave, Computer, Refrigerator, Washing Machine, TV"
2024-06-21 07:40:00,4.1,"TV, Computer, Washing Machine, Refrigerator, Oven"
2024-06-21 07:50:00,5.8,"Lighting, Oven, Washing Machine, Computer, TV, Microwave, Refrigerator"
2024-06-21 08:00:00,3.6,"Computer, Refrigerator, Microwave, Washing Machine"
2024-06-21 08:10:00,5.8,"Computer, Microwave, Oven, Washing Machine, Refrigerator, Lighting, TV"
2024-06-21 08:20:00,0.2,TV
2024-06-21 08:30:00,1.7,"Oven, TV"
2024-06-21 08:40:00,3.2,"Washing Machine, Microwave"
2024-06-21 08:50:00,1.4,"TV, Microwave"
2024-06-21 09:00:00,1.7,"Microwave, Lighting"
2024-06-21 09:10:00,5.8,"Computer, Lighting, TV, Oven, Microwave, Washing Machine, Refrigerator"
2024-06-21 09:20:00,5.8,"Oven, Washing Machine, Lighting, TV, Refrigerator, Microwave, Computer"
2024-06-21 09:30:00,5.5,"Washing Machine, Microwave, TV, Oven, Lighting, Refrigerator"
2024-06-21 09:40:00,5.6,"Oven, Computer, Washing Machine, Microwave, Refrigerator, Lighting"
2024-06-21 09:50:00,5.6,"Washing Machine, Computer, Microwave, Refrigerator, Oven, Lighting"
2024-06-21 10:00:00,1.8,"Refrigerator, Computer, Microwave, TV"
2024-06-21 10:10:00,3.0,"Microwave, Oven, Computer"
2024-06-21 10:20:00,0.4,"Computer, Refrigerator"
2024-06-21 10:30:00,2.8,"Microwave, Oven, Refrigerator"
2024-06-21 10:40:00,4.6,"Lighting, Oven, TV, Washing Machine, Computer, Refrigerator"
2024-06-21 10:50:00,1.3,"Refrigerator, Microwave"
2024-06-21 11:00:00,2.7,"Microwave, Oven"
2024-06-21 11:10:00,3.5,"Washing Machine, Oven"
2024-06-21 11:20:00,5.8,"Lighting, Refrigerator, Oven, Washing Machine, TV, Computer, Microwave"
2024-06-21 11:30:00,0.1,Refrigerator
2024-06-21 11:40:00,5.8,"Microwave, Washing Machine, TV, Refrigerator, Oven, Computer, Lighting"
2024-06-21 11:50:00,5.7,"Washing Machine, TV, Computer, Lighting, Microwave, Oven"
2024-06-21 12:00:00,2.0,Washing Machine
2024-06-21 12:10:00,2.2,"Washing Machine, TV"
2024-06-21 12:20:00,4.0,"Lighting, Washing Machine, Oven"
2024-06-21 12:30:00,2.0,"Oven, Computer, TV"
2024-06-21 12:40:00,1.8,"Refrigerator, Microwave, Lighting"
2024-06-21 12:50:00,5.5,"Oven, TV, Lighting, Microwave, Refrigerator, Washing Machine"
2024-06-21 13:00:00,5.8,"Washing Machine, TV, Oven, Microwave, Lighting, Refrigerator, Computer"
2024-06-21 13:10:00,2.3,"Oven, Computer, Lighting"
2024-06-21 13:20:00,3.5,"Microwave, Computer, Washing Machine"
2024-06-21 13:30:00,3.1,"Lighting, Computer, Washing Machine, TV, Refrigerator"
2024-06-21 13:40:00,1.5,Oven
2024-06-21 13:50:00,0.4,"Refrigerator, Computer"
2024-06-21 14:00:00,1.5,"Microwave, TV, Refrigerator"
2024-06-21 14:10:00,2.0,"Microwave, TV, Refrigerator, Lighting"
2024-06-21 14:20:00,5.2,"Computer, Washing Machine, Oven, Microwave, TV"
2024-06-21 14:30:00,4.8,"Washing Machine, Oven, Refrigerator, Microwave"
2024-06-21 14:40:00,2.7,"Oven, Microwave"
2024-06-21 14:50:00,5.8,"Washing Machine, Computer, Oven, TV, Microwave, Lighting, Refrigerator"
2024-06-21 15:00:00,0.9,"Refrigerator, Computer, Lighting"
2024-06-21 15:10:00,0.5,Lighting
2024-06-21 15:20:00,1.5,"Microwave, Computer"
2024-06-21 15:30:00,2.4,"Computer, Lighting, Oven, Refrigerator"
2024-06-21 15:40:00,0.9,"Lighting, Computer, Refrigerator"
2024-06-21 15:50:00,1.2,Microwave
2024-06-21 16:00:00,5.8,"Computer, Washing Machine, Lighting, Oven, Microwave, Refrigerator, TV"
2024-06-21 16:10:00,1.3,"Refrigerator, Microwave"
2024-06-21 16:20:00,1.2,Microwave
2024-06-21 16:30:00,2.8,"Oven, Refrigerator, Microwave"
2024-06-21 16:40:00,4.6,"Computer, TV, Oven, Refrigerator, Washing Machine, Lighting"
2024-06-21 16:50:00,3.6,"Computer, Washing Machine, Refrigerator, Microwave"
2024-06-21 17:00:00,1.4,"Microwave, TV"
2024-06-21 17:10:00,5.3,"Oven, Washing Machine, TV, Computer, Microwave, Refrigerator"
2024-06-21 17:20:00,2.0,Washing Machine
2024-06-21 17:30:00,1.7,"TV, Computer, Microwave"
2024-06-21 17:40:00,5.8,"Microwave, Oven, Lighting, TV, Refrigerator, Computer, Washing Machine"
2024-06-21 17:50:00,0.7,"TV, Lighting"
2024-06-21 18:00:00,0.8,"Lighting, Computer"
2024-06-21 18:10:00,5.7,"Oven, Lighting, Computer, TV, Microwave, Washing Machine"
2024-06-21 18:20:00,3.7,"TV, Washing Machine, Computer, Microwave"
2024-06-21 18:30:00,5.6,"Washing Machine, Computer, Oven, Lighting, Microwave, Refrigerator"
2024-06-21 18:40:00,1.5,Oven
2024-06-21 18:50:00,1.8,"Oven, Computer"
2024-06-21 19:00:00,1.6,"Refrigerator, Oven"
2024-06-21 19:10:00,5.7,"Microwave, TV, Computer, Oven, Washing Machine, Lighting"
2024-06-21 19:20:00,2.3,"Lighting, Microwave, Refrigerator, Computer, TV"
2024-06-21 19:30:00,2.1,"Washing Machine, Refrigerator"
2024-06-21 19:40:00,4.1,"Computer, Microwave, Lighting, Washing Machine, Refrigerator"
2024-06-21 19:50:00,4.1,"Washing Machine, Oven, TV, Refrigerator, Computer"
2024-06-21 20:00:00,3.0,"Oven, Refrigerator, Microwave, TV"
2024-06-21 20:10:00,1.5,Oven
2024-06-21 20:20:00,4.6,"TV, Oven, Washing Machine, Computer, Lighting, Refrigerator"
2024-06-21 20:30:00,3.7,"TV, Oven, Washing Machine"
2024-06-21 20:40:00,1.7,"Microwave, Lighting"
2024-06-21 20:50:00,3.8,"Oven, TV, Lighting, Refrigerator, Microwave, Computer"
2024-06-21 21:00:00,2.1,"Washing Machine, Refrigerator"
2024-06-21 21:10:00,2.9,"Microwave, Oven, TV"
2024-06-21 21:20:00,5.1,"Washing Machine, Refrigerator, Oven, Microwave, Computer"
2024-06-21 21:30:00,5.8,"Washing Machine, TV, Computer, Microwave, Refrigerator, Oven, Lighting"
2024-06-21 21:40:00,5.8,"Lighting, Oven, Refrigerator, Computer, Microwave, TV, Washing Machine"
2024-06-21 21:50:00,3.4,"Microwave, Oven, Lighting, TV"
2024-06-21 22:00:00,0.1,Refrigerator
2024-06-21 22:10:00,2.0,"Oven, TV, Computer"
2024-06-21 22:20:00,5.8,"Oven, Washing Machine, TV, Computer, Lighting, Microwave, Refrigerator"
2024-06-21 22:30:00,2.3,"Refrigerator, TV, Computer, Microwave, Lighting"
2024-06-21 22:40:00,5.1,"Washing Machine, Microwave, Refrigerator, Oven, Computer"
2024-06-21 22:50:00,1.4,"TV, Microwave"
2024-06-21 23:00:00,3.2,"Washing Machine, Microwave"
2024-06-21 23:10:00,5.5,"Lighting, Washing Machine, Microwave, Refrigerator, Oven, TV"
2024-06-21 23:20:00,4.6,"Computer, TV, Refrigerator, Washing Machine, Oven, Lighting"
2024-06-21 23:30:00,3.8,"Oven, Computer, Refrigerator, Microwave, Lighting, TV"
2024-06-21 23:40:00,1.9,"Lighting, Microwave, TV"
2024-06-21 23:50:00,1.1,"Refrigerator, Lighting, TV, Computer"
2024-06-22 00:00:00,2.8,"Washing Machine, Lighting, TV, Refrigerator"
2024-06-22 00:10:00,5.7,"Lighting, Microwave, TV, Washing Machine, Computer, Oven"
2024-06-22 00:20:00,2.7,"Microwave, Oven"
2024-06-22 00:30:00,5.4,"TV, Microwave, Oven, Lighting, Washing Machine"
2024-06-22 00:40:00,3.8,"Lighting, Computer, Oven, Refrigerator, Microwave, TV"
2024-06-22 00:50:00,1.7,"Microwave, Lighting"
2024-06-22 01:00:00,2.0,Washing Machine
2024-06-22 01:10:00,4.0,"Microwave, TV, Washing Machine, Lighting, Refrigerator"
2024-06-22 01:20:00,5.8,"Microwave, Lighting, TV, Computer, Refrigerator, Washing Machine, Oven"
2024-06-22 01:30:00,5.8,"Lighting, Washing Machine, TV, Computer, Oven, Microwave, Refrigerator"
2024-06-22 01:40:00,1.4,"TV, Microwave"
2024-06-22 01:50:00,4.2,"Computer, Lighting, Washing Machine, Microwave, TV"
2024-06-22 02:00:00,2.0,"Computer, Lighting, Microwave"
2024-06-22 02:10:00,5.8,"TV, Microwave, Washing Machine, Oven, Lighting, Computer, Refrigerator"
2024-06-22 02:20:00,2.6,"Computer, Refrigerator, Oven, TV, Lighting"
2024-06-22 02:30:00,2.1,"Refrigerator, Washing Machine"
2024-06-22 02:40:00,4.3,"Washing Machine, Lighting, Refrigerator, TV, Oven"
2024-06-22 02:50:00,3.8,"Computer, Oven, Microwave, TV, Lighting, Refrigerator"
2024-06-22 03:00:00,4.0,"TV, Washing Machine, Computer, Oven"
2024-06-22 03:10:00,0.1,Refrigerator
2024-06-22 03:20:00,5.0,"Computer, Microwave, Washing Machine, Oven"
2024-06-22 03:30:00,4.8,"Microwave, Refrigerator, Washing Machine, Oven"
2024-06-22 03:40:00,1.2,Microwave
2024-06-22 03:50:00,4.3,"Oven, Washing Machine, TV, Lighting, Refrigerator"
2024-06-22 04:00:00,3.6,"Oven, Refrigerator, Washing Machine"
2024-06-22 04:10:00,4.1,"Refrigerator, Lighting, Washing Machine, Oven"
2024-06-22 04:20:00,5.8,"Microwave, Oven, Computer, Refrigerator, Lighting, Washing Machine, TV"
2024-06-22 04:30:00,5.8,"Refrigerator, TV, Lighting, Microwave, Washing Machine, Oven, Computer"
2024-06-22 04:40:00,5.8,"Computer, Oven, Lighting, TV, Refrigerator, Washing Machine, Microwave"
2024-06-22 04:50:00,5.6,"Oven, Refrigerator, Lighting, Microwave, Washing Machine, Computer"
2024-06-22 05:00:00,2.5,"Lighting, Washing Machine"
2024-06-22 05:10:00,2.2,"Washing Machine, TV"
2024-06-22 05:20:00,5.7,"TV, Lighting, Washing Machine, Microwave, Oven, Computer"
2024-06-22 05:30:00,1.9,"TV, Lighting, Microwave"
2024-06-22 05:40:00,0.1,Refrigerator
2024-06-22 05:50:00,0.7,"TV, Lighting"
2024-06-22 06:00:00,2.2,"Washing Machine, TV"
2024-06-22 06:10:00,5.8,"TV, Computer, Refrigerator, Lighting, Microwave, Washing Machine, Oven"
2024-06-22 06:20:00,5.6,"Lighting, Washing Machine, Computer, Oven, Refrigerator, Microwave"
2024-06-22 06:30:00,4.3,"Computer, Lighting, Refrigerator, Washing Machine, TV, Microwave"
2024-06-22 06:40:00,5.8,"Oven, TV, Computer, Washing Machine, Refrigerator, Lighting, Microwave"
2024-06-22 06:50:00,2.6,"Refrigerator, Oven, Lighting, TV, Computer"
2024-06-22 07:00:00,2.1,"Refrigerator, Oven, Lighting"
2024-06-22 07:10:00,2.9,"Computer, Washing Machine, Refrigerator, Lighting"
2024-06-22 07:20:00,4.0,"Washing Machine, TV, Computer, Oven"
2024-06-22 07:30:00,3.5,"Lighting, Computer, Microwave, Oven"
2024-06-22 07:40:00,1.7,"Oven, TV"
2024-06-22 07:50:00,3.2,"Oven, Microwave, Lighting"
2024-06-22 08:00:00,3.5,"Microwave, Computer, Washing Machine"
2024-06-22 08:10:00,2.7,"Lighting, Washing Machine, TV"
2024-06-22 08:20:00,5.2,"Computer, Microwave, Washing Machine, TV, Oven"
2024-06-22 08:30:00,2.8,"Computer, Lighting, Washing Machine"
2024-06-22 08:40:00,5.3,"Oven, Microwave, Computer, Washing Machine, TV, Refrigerator"
2024-06-22 08:50:00,3.6,"Refrigerator, Microwave, Computer, Washing Machine"
2024-06-22 09:00:00,5.3,"Refrigerator, Oven, TV, Microwave, Computer, Washing Machine"
2024-06-22 09:10:00,5.8,"Refrigerator, Washing Machine, Lighting, Oven, TV, Computer, Microwave"
2024-06-22 09:20:00,1.5,"Computer, Microwave"
2024-06-22 09:30:00,1.2,Microwave
2024-06-22 09:40:00,5.6,"Lighting, Washing Machine, Oven, Microwave, Computer, Refrigerator"
2024-06-22 09:50:00,5.7,"Microwave, Computer, Lighting, Oven, Washing Machine, TV"
2024-06-22 10:00:00,5.3,"Washing Machine, Computer, Refrigerator, Oven, Microwave, TV"
2024-06-22 10:10:00,1.5,Oven
2024-06-22 10:20:00,2.0,"Oven, Computer, TV"
2024-06-22 10:30:00,0.7,"TV, Lighting"
2024-06-22 10:40:00,5.8,"Washing Machine, Microwave, TV, Oven, Lighting, Computer, Refrigerator"
2024-06-22 10:50:00,3.8,"Oven, Computer, Washing Machine"
2024-06-22 11:00:00,5.3,"Refrigerator, Computer, Washing Machine, TV, Microwave, Oven"
2024-06-22 11:10:00,3.3,"Oven, Lighting, Refrigerator, Microwave"
2024-06-22 11:20:00,0.6,"Lighting, Refrigerator"
2024-06-22 11:30:00,5.8,"Oven, Microwave, Lighting, TV, Computer, Refrigerator, Washing Machine"
2024-06-22 11:40:00,5.8,"Computer, Lighting, Oven, Washing Machine, Refrigerator, TV, Microwave"
2024-06-22 11:50:00,2.6,"Washing Machine, TV, Computer, Refrigerator"
2024-06-22 12:00:00,1.7,"Lighting, Microwave"
2024-06-22 12:10:00,4.3,"Microwave, Refrigerator, TV, Washing Machine, Lighting, Computer"
2024-06-22 12:20:00,0.3,"Refrigerator, TV"
2024-06-22 12:30:00,4.4,"Washing Machine, Oven, Computer, Refrigerator, Lighting"
2024-06-22 12:40:00,3.6,"Lighting, Refrigerator, Oven, Computer, Microwave"
2024-06-22 12:50:00,5.5,"Oven, Lighting, Washing Machine, TV, Refrigerator, Microwave"
2024-06-22 13:00:00,3.5,"Oven, TV, Lighting, Refrigerator, Microwave"
2024-06-22 13:10:00,1.5,Oven
2024-06-22 13:20:00,3.2,"Microwave, Washing Machine"
2024-06-22 13:30:00,5.8,"Refrigerator, TV, Microwave, Lighting, Washing Machine, Computer, Oven"
2024-06-22 13:40:00,1.6,"Refrigerator, Oven"
2024-06-22 13:50:00,2.9,"Washing Machine, Refrigerator, Lighting, Computer"
2024-06-22 14:00:00,5.8,"Washing Machine, Computer, Oven, Lighting, TV, Microwave, Refrigerator"
2024-06-22 14:10:00,3.6,"Computer, Microwave, Refrigerator, Washing Machine"
2024-06-22 14:20:00,0.5,Lighting
2024-06-22 14:30:00,1.3,"Microwave, Refrigerator"
2024-06-22 14:40:00,3.0,"Oven, Microwave, Computer"
2024-06-22 14:50:00,5.8,"Computer, Oven, Washing Machine, Refrigerator, TV, Microwave, Lighting"
2024-06-22 15:00:00,0.2,TV
2024-06-22 15:10:00,2.3,"TV, Microwave, Computer, Refrigerator, Lighting"
2024-06-22 15:20:00,3.5,"Lighting, Computer, Oven, Microwave"
2024-06-22 15:30:00,3.7,"Computer, TV, Lighting, Microwave, Oven"
2024-06-22 15:40:00,3.5,"Oven, Washing Machine"
2024-06-22 15:50:00,2.0,Washing Machine
2024-06-22 16:00:00,5.5,"Lighting, Microwave, Oven, Washing Machine, Computer"
2024-06-22 16:10:00,3.5,"TV, Washing Machine, Microwave, Refrigerator"
2024-06-22 16:20:00,0.8,"Lighting, Computer"
2024-06-22 16:30:00,1.2,Microwave
2024-06-22 16:40:00,1.3,"Refrigerator, Microwave"
2024-06-22 16:50:00,5.2,"Washing Machine, Lighting, Oven, Microwave"
2024-06-22 17:00:00,3.3,"Washing Machine, Microwave, Refrigerator"
2024-06-22 17:10:00,3.0,"Microwave, Computer, Oven"
2024-06-22 17:20:00,2.7,"Microwave, Oven"
2024-06-22 17:30:00,4.3,"Refrigerator, TV, Oven, Washing Machine, Lighting"
2024-06-22 17:40:00,4.6,"Refrigerator, Computer, TV, Oven, Lighting, Washing Machine"
2024-06-22 17:50:00,5.6,"Oven, Washing Machine, Lighting, Refrigerator, Computer, Microwave"
2024-06-22 18:00:00,4.6,"Lighting, Computer, Refrigerator, Washing Machine, TV, Oven"
2024-06-22 18:10:00,5.6,"Microwave, Washing Machine, Lighting, Computer, Oven, Refrigerator"
2024-06-22 18:20:00,4.1,"Washing Machine, Oven, Refrigerator, Lighting"
2024-06-22 18:30:00,5.8,"Microwave, Oven, TV, Computer, Refrigerator, Washing Machine, Lighting"
2024-06-22 18:40:00,5.8,"Computer, Lighting, TV, Washing Machine, Oven, Microwave, Refrigerator"
2024-06-22 18:50:00,3.1,"Computer, Lighting, Refrigerator, TV, Washing Machine"
2024-06-22 19:00:00,5.8,"Computer, Oven, Lighting, TV, Refrigerator, Microwave, Washing Machine"
2024-06-22 19:10:00,3.9,"Refrigerator, Oven, Washing Machine, Computer"
2024-06-22 19:20:00,3.7,"Oven, TV, Washing Machine"
2024-06-22 19:30:00,1.2,Microwave
2024-06-22 19:40:00,5.7,"TV, Washing Machine, Lighting, Microwave, Computer, Oven"
2024-06-22 19:50:00,3.5,"Lighting, TV, Refrigerator, Microwave, Oven"
2024-06-22 20:00:00,5.6,"Refrigerator, Washing Machine, Microwave, Oven, Computer, Lighting"
2024-06-22 20:10:00,5.7,"Computer, Washing Machine, Microwave, Oven, Lighting, TV"
2024-06-22 20:20:00,1.2,Microwave
2024-06-22 20:30:00,2.7,"Oven, Microwave"
2024-06-22 20:40:00,4.8,"Oven, Microwave, Refrigerator, Washing Machine"
2024-06-22 20:50:00,1.5,"Refrigerator, TV, Microwave"
2024-06-22 21:00:00,3.0,"Oven, Microwave, TV, Refrigerator"
2024-06-22 21:10:00,5.8,"TV, Washing Machine, Lighting, Refrigerator, Microwave, Computer, Oven"
2024-06-22 21:20:00,2.9,"Lighting, Refrigerator, Washing Machine, Computer"
2024-06-22 21:30:00,2.3,"Washing Machine, Computer"
2024-06-22 21:40:00,4.0,"TV, Oven, Computer, Washing Machine"
2024-06-22 21:50:00,1.2,Microwave
2024-06-22 22:00:00,1.4,"TV, Microwave"
2024-06-22 22:10:00,4.0,"TV, Washing Machine, Oven, Computer"
2024-06-22 22:20:00,4.1,"Washing Machine, Lighting, Refrigerator, Oven"
2024-06-22 22:30:00,4.3,"Computer, Washing Machine, Refrigerator, TV, Microwave, Lighting"
2024-06-22 22:40:00,2.0,Washing Machine
2024-06-22 22:50:00,5.7,"Oven, Lighting, Microwave, TV, Computer, Washing Machine"
2024-06-22 23:00:00,1.7,"TV, Oven"
2024-06-22 23:10:00,2.0,Washing Machine
2024-06-22 23:20:00,3.8,"Oven, Refrigerator, Microwave, Computer, Lighting, TV"
2024-06-22 23:30:00,1.2,Microwave
2024-06-22 23:40:00,4.5,"Lighting, Oven, TV, Computer, Washing Machine"
2024-06-22 23:50:00,2.1,"Washing Machine, Refrigerator"
2024-06-23 00:00:00,3.9,"Refrigerator, Washing Machine, Computer, Oven"
2024-06-23 00:10:00,2.4,"Washing Machine, Computer, Refrigerator"
2024-06-23 00:20:00,2.2,"TV, Washing Machine"
2024-06-23 00:30:00,0.7,"TV, Lighting"
2024-06-23 00:40:00,1.0,"Lighting, Computer, TV"
2024-06-23 00:50:00,5.8,"Refrigerator, Washing Machine, Microwave, TV, Lighting, Computer, Oven"
2024-06-23 01:00:00,3.6,"Microwave, Refrigerator, Washing Machine, Computer"
2024-06-23 01:10:00,2.2,"Washing Machine, TV"
2024-06-23 01:20:00,5.5,"Washing Machine, Oven, Microwave, Lighting, Computer"
2024-06-23 01:30:00,5.8,"Lighting, Computer, Washing Machine, Refrigerator, Oven, Microwave, TV"
2024-06-23 01:40:00,5.8,"Refrigerator, Computer, Lighting, Oven, Washing Machine, Microwave, TV"
2024-06-23 01:50:00,5.8,"Microwave, Lighting, Oven, Washing Machine, TV, Refrigerator, Computer"
2024-06-23 02:00:00,2.1,"Oven, Lighting, Refrigerator"
2024-06-23 02:10:00,5.8,"TV, Computer, Refrigerator, Lighting, Oven, Washing Machine, Microwave"
2024-06-23 02:20:00,1.8,"Computer, Oven"
2024-06-23 02:30:00,0.5,"TV, Computer"
2024-06-23 02:40:00,5.8,"TV, Oven, Computer, Washing Machine, Refrigerator, Microwave, Lighting"
2024-06-23 02:50:00,4.5,"Lighting, TV, Computer, Oven, Washing Machine"
2024-06-23 03:00:00,5.7,"Microwave, Lighting, Washing Machine, Oven, Computer, TV"
2024-06-23 03:10:00,3.7,"TV, Oven, Washing Machine"
2024-06-23 03:20:00,2.5,"Washing Machine, Lighting"
2024-06-23 03:30:00,0.4,"Refrigerator, Computer"
2024-06-23 03:40:00,1.5,Oven
2024-06-23 03:50:00,3.5,"Microwave, Computer, Washing Machine"
2024-06-23 04:00:00,3.5,"Lighting, Microwave, TV, Oven, Refrigerator"
2024-06-23 04:10:00,3.5,"Oven, Lighting, Refrigerator, TV, Microwave"
2024-06-23 04:20:00,1.6,"Refrigerator, Oven"
2024-06-23 04:30:00,1.7,"Lighting, Microwave"
2024-06-23 04:40:00,5.8,"Washing Machine, Oven, TV, Refrigerator, Microwave, Lighting, Computer"
2024-06-23 04:50:00,1.3,"Microwave, Refrigerator"
2024-06-23 05:00:00,3.7,"Washing Machine, Microwave, Lighting"
2024-06-23 05:10:00,4.1,"Lighting, Computer, Refrigerator, Microwave, Washing Machine"
2024-06-23 05:20:00,2.1,"Refrigerator, TV, Computer, Oven"
2024-06-23 05:30:00,3.4,"TV, Lighting, Microwave, Oven"
2024-06-23 05:40:00,5.8,"Computer, Microwave, Oven, Lighting, TV, Washing Machine, Refrigerator"
2024-06-23 05:50:00,4.8,"Microwave, Oven, Washing Machine, Refrigerator"
2024-06-23 06:00:00,1.7,"Microwave, Lighting"
2024-06-23 06:10:00,1.8,"TV, Refrigerator, Computer, Microwave"
2024-06-23 06:20:00,5.2,"Lighting, Microwave, Oven, Washing Machine"
2024-06-23 06:30:00,5.7,"Lighting, TV, Oven, Microwave, Computer, Washing Machine"
2024-06-23 06:40:00,1.8,"Refrigerator, Computer, Microwave, TV"
2024-06-23 06:50:00,3.2,"Computer, Oven, Microwave, TV"
2024-06-23 07:00:00,0.2,TV
2024-06-23 07:10:00,2.8,"Refrigerator, Oven, Microwave"
2024-06-23 07:20:00,3.8,"Refrigerator, Microwave, Computer, TV, Oven, Lighting"
2024-06-23 07:30:00,0.2,TV
2024-06-23 07:40:00,0.8,"Refrigerator, TV, Lighting"
2024-06-23 07:50:00,2.0,Washing Machine
2024-06-23 08:00:00,3.3,"Microwave, Refrigerator, Washing Machine"
2024-06-23 08:10:00,3.8,"Oven, Refrigerator, Washing Machine, TV"
2024-06-23 08:20:00,4.3,"Lighting, Washing Machine, Refrigerator, TV, Computer, Microwave"
2024-06-23 08:30:00,1.3,"Refrigerator, Microwave"
2024-06-23 08:40:00,5.8,"Microwave, Oven, Refrigerator, Lighting, Washing Machine, Computer, TV"
2024-06-23 08:50:00,5.2,"Computer, Oven, Microwave, TV, Washing Machine"
2024-06-23 09:00:00,5.8,"TV, Oven, Computer, Microwave, Lighting, Washing Machine, Refrigerator"
2024-06-23 09:10:00,3.7,"Lighting, Computer, TV, Oven, Microwave"
2024-06-23 09:20:00,0.1,Refrigerator
2024-06-23 09:30:00,3.8,"Microwave, TV, Refrigerator, Washing Machine, Computer"
2024-06-23 09:40:00,0.3,Computer
2024-06-23 09:50:00,1.8,"Refrigerator, Microwave, Lighting"
2024-06-23 10:00:00,2.7,"Microwave, Oven"
2024-06-23 10:10:00,2.0,"Oven, Lighting"
2024-06-23 10:20:00,2.0,"Oven, Lighting"
2024-06-23 10:30:00,2.5,"Washing Machine, Lighting"
2024-06-23 10:40:00,4.8,"Microwave, Oven, Refrigerator, Washing Machine"
2024-06-23 10:50:00,5.8,"Oven, Computer, Lighting, Microwave, TV, Washing Machine, Refrigerator"
2024-06-23 11:00:00,3.0,"Oven, Microwave, Computer"
2024-06-23 11:10:00,3.5,"Microwave, Refrigerator, TV, Washing Machine"
2024-06-23 11:20:00,5.5,"Oven, Washing Machine, Lighting, Microwave, Computer"
2024-06-23 11:30:00,4.2,"TV, Washing Machine, Microwave, Lighting, Computer"
2024-06-23 11:40:00,5.8,"Refrigerator, Washing Machine, TV, Oven, Microwave, Computer, Lighting"
2024-06-23 11:50:00,5.8,"Refrigerator, TV, Lighting, Oven, Microwave, Computer, Washing Machine"
2024-06-23 12:00:00,3.4,"Microwave, Washing Machine, TV"
2024-06-23 12:10:00,0.1,Refrigerator
2024-06-23 12:20:00,5.8,"Microwave, Computer, Lighting, Washing Machine, Refrigerator, TV, Oven"
2024-06-23 12:30:00,3.5,"Oven, Computer, Lighting, Microwave"
2024-06-23 12:40:00,3.4,"Microwave, TV, Oven, Lighting"
2024-06-23 12:50:00,4.6,"TV, Oven, Refrigerator, Washing Machine, Lighting, Computer"
2024-06-23 13:00:00,4.1,"Computer, Washing Machine, TV, Oven, Refrigerator"
2024-06-23 13:10:00,2.0,"Oven, Lighting"
2024-06-23 13:20:00,3.9,"Oven, Computer, Washing Machine, Refrigerator"
2024-06-23 13:30:00,1.9,"Computer, Oven, Refrigerator"
2024-06-23 13:40:00,5.8,"Refrigerator, Oven, TV, Microwave, Lighting, Computer, Washing Machine"
2024-06-23 13:50:00,3.8,"Microwave, TV, Refrigerator, Lighting, Oven, Computer"
2024-06-23 14:00:00,5.8,"Lighting, Refrigerator, Microwave, Oven, Washing Machine, Computer, TV"
2024-06-23 14:10:00,5.8,"Oven, Computer, Refrigerator, Lighting, TV, Washing Machine, Microwave"
2024-06-23 14:20:00,5.0,"Computer, Washing Machine, Oven, Microwave"
2024-06-23 14:30:00,1.7,"Oven, TV"
2024-06-23 14:40:00,4.3,"TV, Refrigerator, Lighting, Washing Machine, Oven"
2024-06-23 14:50:00,0.3,Computer
2024-06-23 15:00:00,5.8,"Lighting, Washing Machine, Computer, TV, Microwave, Refrigerator, Oven"
2024-06-23 15:10:00,0.4,"Refrigerator, Computer"
2024-06-23 15:20:00,2.3,"Computer, Lighting, Oven"
